block_number,block_time,tx_hash,tx_index,from_addr,to_addr,mev_bot_label,base_fees,priority_fees,cb_transfer,mev_value,volume,token_bought_amount,token_sold_amount,token_bought_contract,token_sold_contract,token_bought_symbol,token_sold_symbol,pair,multi_trade,builder_label
17871620,2023-08-08 17:13:59.000 UTC,0x4a9fb3959883f5cbdb737d66a8330293db55ec5b5c5d504329f976a0dec7754c,2,0x24f7ef98522dd61d529464f67bb3ffe96ea8afc2,0xe8cfad4c75a5e1caf939fd80afcf837dde340a69,Galio,0.005089976871217114,0.0035930903559090828,0,0.0035930903559090828,178534.77717809158,96.40054706944971,178646.129499,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH,USDC,USDC-WETH,0,Flashbots
17869335,2023-08-08 09:33:23.000 UTC,0x9d88332bdeffb9d857111e1ee5d6fc1f84200e1bb65dd21ac8a1a1ff2af1d89a,16,0x065e3dbafcb2c26a978720f9eb4bce6ad9d644a1,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00200783061276375,0,0.000256514392355389,0.000256514392355389,3480.186952526402,63.77180058028527,1.9022404524281789,0xc00e94cb662c3520282e6f5717214004a7f26888,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,COMP,ETH,COMP-WETH,0,beaverbuild
17866565,2023-08-08 00:15:35.000 UTC,0x7f4663b40a54c6b05dddb386bbef5b8df754a9c9c63bccd164b6cf911f85c4f1,0,0x675bb023e268dcc43f543620577bcacb73047f08,0xe8cfad4c75a5e1caf939fd80afcf837dde340a69,Galio,0.001690555072532902,0.006032167544339712,0,0.006032167544339712,132313.77207988137,72.33857933720122,4.53481363,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,ETH,WBTC,WBTC-WETH,0,rsync-builder
17868894,2023-08-08 08:04:59.000 UTC,0xee9aaa911a328bfe6537d404b7b0589a73a98ed17478be28e8c2cf03998195d7,5,0x065e3dbafcb2c26a978720f9eb4bce6ad9d644a1,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.001967354401510638,0,0.000796860818014702,0.000796860818014702,1398.5270568816761,2089.2092838055983,0.763976126211591,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MATIC,ETH,MATIC-WETH,0,beaverbuild
17872694,2023-08-08 20:50:47.000 UTC,0xe4f8637c97a35b27198defd7c111a29f554b6f5076781ee3e3687720479907ba,110,0xfa1d4ce9f0423bf353795ba85b47c3bb46e9a69f,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00317319795383567,0,0.000384499173813145,0.000384499173813145,8337.627878553189,4489.392250753011,4.4754253285344925,0x4d224452801aced8b2f0aebe155379bb5d594381,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,APE,ETH,APE-WETH,0,beaverbuild
17872893,2023-08-08 21:30:59.000 UTC,0x8de4a4090e301996cd0afcbadf71feffd1ece163ed8972f8a9388905a73694ca,15,0xeca2e2d894d19778939bd4dfc34d2a3c45e96456,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.004354284342593664,0,0.006427061388147434,0.006427061388147434,21061.295103076078,21069.659758,0.70484167,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,USDT,WBTC,USDT-WBTC,0,beaverbuild
17869569,2023-08-08 10:20:23.000 UTC,0x8eb8ac23046760259934e560cad49f9d78cfbf5e5a454732fc2cecac884ef564,17,0x000000000002e6fd89ac3b5798a5d32312b8a49f,0xa5db73941cfd6d94821b5ce83d2aa35418bb72d6,,0.00228329174038676,0,0.002529388424255875,0.002529388424255875,2137.7482173867666,1.1680982112478302,9963.939999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x18aaa7115705e8be94bffebde57af9bfc265b998,ETH,AUDIO,AUDIO-WETH,0,Flashbots
17870049,2023-08-08 11:57:23.000 UTC,0x0b25efd866ac0a86c5032fd4319352e448bdfa365346a33b63913a6bda1903eb,0,0x5d3a10e4cd115311ed3599be26a60abf279871f2,0xe8cfad4c75a5e1caf939fd80afcf837dde340a69,Galio,0.002291950151408841,0.003113077899158997,0,0.003113077899158997,165830.9649466911,90.42283865246658,165997.505081,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH,USDC,USDC-WETH,0,beaverbuild
17873227,2023-08-08 22:38:23.000 UTC,0xacd77d4702de3b5c2a598a90836580f7455fc25aa653256f6db984cf5b4d8d53,14,0x26bce6ecb5b10138e4bf14ac0ffcc8727fef3b2e,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.004599084185170433,0,0.001299521776610393,0.001299521776610393,33046.357805449494,33064.2124801888,17.817385868757057,0x6b175474e89094c44da98b954eedeac495271d0f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DAI,ETH,DAI-WETH,0,beaverbuild
17872108,2023-08-08 18:52:47.000 UTC,0xc02380625ecf19da9af4edabc66eae1b7f0256b9b06d846d831bbc2f3245a930,6,0xfa1d4ce9f0423bf353795ba85b47c3bb46e9a69f,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.014612916829042085,0,0.00101398520034125,0.00101398520034125,43809.8351523144,23.566978752690712,658.4898829852,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,ETH,AAVE,AAVE-WETH,0,beaverbuild
17870034,2023-08-08 11:54:23.000 UTC,0x7d8184ccce2d10e64c47b5edacaaacfc11d17f01424894779b03bbd42fee88b1,1,0x0cac3d1a887206e0f6169222c4504301a8b4b993,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.001979408444248494,0,0.00048266221996527,0.00048266221996527,7122.8386342064,0.24320048,3.889056780296476,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC,ETH,WBTC-WETH,0,beaverbuild
17873077,2023-08-08 22:08:11.000 UTC,0x850960f04781f2dc039af9840d7d2bac512a6459cbd196a3a17a1978911a3a29,17,0x0cac3d1a887206e0f6169222c4504301a8b4b993,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.003546814272021183,0,0.000256610777075115,0.000256610777075115,31236.99237301283,31301.818439,16.827961023308916,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,ETH,USDT-WETH,0,beaverbuild
17869634,2023-08-08 10:33:35.000 UTC,0x87cad17f903c60a225b4ff16e2f4f1de3ac58b621c1f38d21a4cda0ff1b5b029,1,0x7839accae521ab0cd01264fe1cf3e8c343c3d53c,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.0027733264750518924,0.01372173854575576,0,0.01372173854575576,4997.80386759639,196.27099307959665,2.7294593664852,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,RPL,ETH,RPL-WETH,0,rsync-builder
17867604,2023-08-08 03:44:35.000 UTC,0xb5c262fcdc82b67ef653e4a58d258f4a8c489a04c49b9ca63c9668c2a0f5373d,13,0x43e4715ae093a4c86b5ecddb52216c4f879e9672,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.001920101060100735,0,0.000320875851842119,0.000320875851842119,3240.00374466392,1.7715199758679452,4574.9675825496115,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,ETH,SUSHI,SUSHI-WETH,0,beaverbuild
17867168,2023-08-08 02:16:35.000 UTC,0x191273e5c0cbb0367cb832483c584a76885ae88dfae36175f2181f57a48022c7,11,0x43e4715ae093a4c86b5ecddb52216c4f879e9672,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.001251319330105715,0,0.000067793278662471,0.000067793278662471,12160.29688486803,6.658652140391203,12155.539034186118,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,ETH,DAI,DAI-WETH,0,beaverbuild
17869710,2023-08-08 10:48:47.000 UTC,0x2c44e2b76cd5a7ffcff1511702b9c8f4fdfada154b5d0015d5d749893a552417,10,0xfc23b61db3a1dce083e82da5a2ccfd91a2211f7c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.001979226056027644,0,0.000413774912964451,0.000413774912964451,10455.975407660193,15478.330301982607,5.705821745944193,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MATIC,ETH,MATIC-WETH,0,beaverbuild
17869027,2023-08-08 08:31:35.000 UTC,0x2cf4ef388eef04a4a442e5faf0b7284221c7e9bb57e9e8834e37aaa53d6a5249,3,0xe020a1d1f47486fcf90447c98a569966f4ad4b40,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.003584948537903229,0.007063283036569995,0,0.007063283036569995,7043.675433874745,3.850391635166096,12251.4532,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,ETH,BNT,BNT-WETH,0,bloXroute
17866914,2023-08-08 01:25:23.000 UTC,0xcaf7eed029a41422b67fcb09d9847b79c41ea6118b6431d613c4f71dabeb3d14,5,0xfa1d4ce9f0423bf353795ba85b47c3bb46e9a69f,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.0015057274550312962,0,0.000426586622437399,0.000426586622437399,1932.0176776871187,1.0559781797590286,1.5864799787345978,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,ETH,MKR,MKR-WETH,0,beaverbuild
17869702,2023-08-08 10:47:11.000 UTC,0x44a44b525a7ebf0a924aa23a0f86cf8cbb1c9b922daf026b01031cda7f5595d6,1,0xfa1d4ce9f0423bf353795ba85b47c3bb46e9a69f,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00212085755698401,0,0.005595429547040953,0.005595429547040953,7167.2154119322795,6397945955.110157,3.9111466851107384,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,PEPE,ETH,PEPE-WETH,0,beaverbuild
17872364,2023-08-08 19:44:23.000 UTC,0x7fa9d57a3a4ce4ad5afdb33f16cb8b9dd1554bff90994d4c79ba54ca741ff432,3,0x93f635372008b7c5d770aaa6ff313454c8dc498c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.003786515392089906,0,0.008873256952887338,0.008873256952887338,8524.47714427277,4.587837391834909,913.4489393277072,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,ETH,ENS,ENS-WETH,0,beaverbuild
17870242,2023-08-08 12:36:11.000 UTC,0xa9ec4936cf47856923eaae858982888131451bdd365bd91a1a248fdd531aaadc,12,0x43e4715ae093a4c86b5ecddb52216c4f879e9672,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00221484081639387,0,0.000463182237380264,0.000463182237380264,11817.8196838822,0.40230629,6.442209590126551,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC,ETH,WBTC-WETH,0,beaverbuild
17868326,2023-08-08 06:10:35.000 UTC,0x7442cceb7a36a107e6778de186df4929c86e3b96e21fe6cdb804e5c823fec486,4,0x6f93428716dbc41bda6069fcca98ec105cb98168,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.001954733000483991,0.002390899954225238,0,0.002390899954225238,998.5105714347948,42044.25020943439,0.5443877523238022,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ANKR,ETH,ANKR-WETH,0,beaverbuild
17872951,2023-08-08 21:42:47.000 UTC,0x9afca75d3030abe7ae8c84f18efdc44434ab65a152d2e85af84fd5f89edba7f1,3,0xf4b4e6fcd0cfb6e3d70821c136b9c5aa0e0936f2,0x0c3de458b51a11da7d4616f42f66c861e3859d3e,,0.0036111734108365957,0,0.00031460000052,0.00031460000052,332.0208639321855,5175.218098476641,0.17813711614785818,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ACX,ETH,ACX-WETH,0,builder0x69
17871695,2023-08-08 17:29:11.000 UTC,0xf8c1f681a5fe581e08f626fb09c60e3ec2b66090e49a7a836122ab32ced13ca3,1,0x903c26a3d690bf010fd6441328983925852ffe4c,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.004480228002067114,0.001411671165585769,0,0.001411671165585769,1027.0152074809455,0.5547475355319154,956.6794258373207,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,ETH,GTC,GTC-WETH,0,builder0x69
17869047,2023-08-08 08:35:35.000 UTC,0x711a2d832324b7d5b0117b972cfe62c39172b0200ef6f182bc6db70a1ba2586c,5,0x903c26a3d690bf010fd6441328983925852ffe4c,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.002989482839653684,0.002470105288990119,0,0.002470105288990119,7024.5633564335285,3.8392725186283396,12327.308600000002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,ETH,BNT,BNT-WETH,0,Flashbots
17871434,2023-08-08 16:36:23.000 UTC,0x0057c37f35c67500b99f8b7cab9a3ea9683ac2473ba58ed597faee158e231a9a,5,0xccfb4b91ff5d1a2319c96ab6b59be4cdefb8437d,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.0029796037523055997,0.0108302189711211,0,0.0108302189711211,5032.930001112721,2.730954138602175,20016.012810248198,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,ETH,MC,MC-WETH,0,beaverbuild
17869317,2023-08-08 09:29:47.000 UTC,0x3ca99a4bd03d4d8f2c5b2171011435795533e3f15b4871abebb50d1bfeab9d9d,0,0xccfb4b91ff5d1a2319c96ab6b59be4cdefb8437d,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.001678059771119352,0.004057795881963672,0,0.004057795881963672,1975.574967163311,7856.861974046401,1.079737969023715,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DIA,ETH,DIA-WETH,0,rsync-builder
17870279,2023-08-08 12:43:35.000 UTC,0x99aac834493c6cda7ea4e705957d9c9cdabe27eb35dc229e6bd77dae99702ed7,33,0x042523db4f3effc33d2742022b2490258494f8b3,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.002243350477521656,0.000004346022082104,0,0.000004346022082104,32579.40232960663,17.727296254567463,32595.481745970686,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,ETH,DAI,DAI-WETH,0,builder0x69
17871542,2023-08-08 16:58:11.000 UTC,0x4240763215b047e9fb021d53278b55e0fb20774bcfccb6fee2cc25b790ba94a6,55,0x065e3dbafcb2c26a978720f9eb4bce6ad9d644a1,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.003010783286137275,0,0.002076541920425862,0.002076541920425862,6446.788169154254,3.478019923151013,5378808833.685159,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6982508145454ce325ddbe47a25d4ec3d2311933,ETH,PEPE,PEPE-WETH,0,beaverbuild
17873261,2023-08-08 22:45:23.000 UTC,0x4900c40b95181cd3bb200d1dd9b5d25b6b46b8ee354e9a5c4d842ecb8d96feeb,2,0x1c8f6a5f009e051cab9c3851ca2da2c936b2775a,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.0043813507068479335,0,0.11184123808389514,0.11184123808389514,474685.55900539603,255.69668774934607,474614.752299,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH,USDC,USDC-WETH,0,beaverbuild
17870049,2023-08-08 11:57:23.000 UTC,0x616df4ebde9cf6d9916886c22caa3bdf2be4dcebf59c2e11ddbf5b9bc583c4de,6,0xfc23b61db3a1dce083e82da5a2ccfd91a2211f7c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.002119820613347295,0,0.000937272897866562,0.000937272897866562,46838.331421169794,25.539590185757405,46939.227073,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,ETH,USDT,USDT-WETH,0,beaverbuild
17871927,2023-08-08 18:15:47.000 UTC,0x462ff2a47aa51b621ca8be4861e16187b06dc41b7a1503d6725f2f0cf3eece1d,4,0x26bce6ecb5b10138e4bf14ac0ffcc8727fef3b2e,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.005113661717033772,0,0.010969332551522312,0.010969332551522312,30427.31672913601,16.40189354223524,44129.92323846148,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,ETH,MATIC,MATIC-WETH,0,beaverbuild
17868316,2023-08-08 06:08:35.000 UTC,0xb6f7da06b01ee8c865b3fb6406fe5154c62f5042e6152b492161fd7cb4518481,0,0xfa1d4ce9f0423bf353795ba85b47c3bb46e9a69f,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.007806144496672834,0,0.009509769471010123,0.009509769471010123,25472.691837262817,389.16239649622156,13.891341508342549,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AAVE,ETH,AAVE-WETH,0,beaverbuild
17872075,2023-08-08 18:45:59.000 UTC,0xdf00a5145f5db8148d6adf94944db41238b430556f00213178f0afabd387439f,15,0xa1889cb28ddd0a67deff8ce9c409b6a9a091860e,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.005683083161172909,0.01796656523999828,0,0.01796656523999828,10101.93655615153,5.4198136993875865,7928.860441714,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x582d872a1b094fc48f5de31d3b73f2d9be47def1,ETH,TON,TONCOIN-WETH,0,rsync-builder
17869294,2023-08-08 09:24:59.000 UTC,0x908c1139d98bad4be8f94b483ed1ae25c85af440677e04d148fbdef3a3ba341b,1,0xd748e34fd7f4c673a46517f6a7b32284f1c9c453,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.002488784033128512,0.000434196,0.044807025726183614,0.04524122172618361,20141.259220961525,11.008558822125888,33158.54063018242,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd533a949740bb3306d119cc777fa900ba034cd52,ETH,CRV,CRV-WETH,0,beaverbuild
17870324,2023-08-08 12:52:35.000 UTC,0xaff9614b643a9541fd1359f2fba8832166a3b72a78e4f97062f6a24ad2c22462,10,0xc1e2a676c2cf7c8120e927396642324b4a3c0e75,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.002230683640291016,0.00167177653560656,0,0.00167177653560656,1981.3849978478024,5592.613318410745,1.0760677111245207,0x25f8087ead173b73d6e8b84329989a8eea16cf73,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,YGG,ETH,WETH-YGG,0,builder0x69
17872276,2023-08-08 19:26:47.000 UTC,0x86336532a5339cd0a5af0906ed08a6ffd31c1d2d3923927fcd7698863d593709,4,0x0cac3d1a887206e0f6169222c4504301a8b4b993,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00284770632070554,0,0.002522988760072485,0.002522988760072485,18092.730051289116,9.722465259811875,2458.351687366216,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x514910771af9ca656af840dff83e8264ecf986ca,ETH,LINK,LINK-WETH,0,beaverbuild
17866780,2023-08-08 00:58:35.000 UTC,0x5d868c5b56aba0c0da69d4fb796c40e2023ceda47232476af08aca01b920b311,1,0x93f635372008b7c5d770aaa6ff313454c8dc498c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00182007942807282,0,0.003792659337806625,0.003792659337806625,52888.43972171781,28.91042354102614,52955.487103,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH,USDC,USDC-WETH,0,beaverbuild
17872569,2023-08-08 20:25:47.000 UTC,0xe8f62ce1d64a236c24a93d376b5e5b916612c6eaac54a64ad677c725a2e4760a,13,0x0cac3d1a887206e0f6169222c4504301a8b4b993,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.002948156780108079,0,0.000175307237118041,0.000175307237118041,2574.684291234059,199.13783462411388,1.3836809303958397,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ALCX,ETH,ALCX-WETH,0,beaverbuild
17871954,2023-08-08 18:21:11.000 UTC,0x47dd5e501d6cec00be810619defb38a362427850046f50a9253e4eaa60108133,4,0xfa1d4ce9f0423bf353795ba85b47c3bb46e9a69f,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.00575236534538466,0,0.007303442498710757,0.007303442498710757,134017.76035942129,72.10411765371006,134616.248596,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH,USDC,USDC-WETH,0,beaverbuild
17871506,2023-08-08 16:50:59.000 UTC,0x47beb3e46a090e961d5e77987d3730742ce95bf5364c6f11dafac52546bf0478,5,0x76dd32063b2899a59f6e15dbc474a160cc922751,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.006642629894910144,0,0.004917885760774999,0.004917885760774999,21750.187148227156,11633.644515157646,11.751712573536537,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,LDO,ETH,LDO-WETH,0,beaverbuild
17867859,2023-08-08 04:35:59.000 UTC,0x2b8b7d8b0a269b1b5faa859595438aeb40c0a24f1007d421032dfb0a375f3425,13,0xaecb08eedd0db966bb62b21f34594dbabcc3674b,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.005454253910827596,0.00027066899999999997,0.00210683043609414,0.00237749943609414,19969.84444,306.53105940967913,10.907,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AAVE,ETH,AAVE-WETH,0,rsync-builder
17869132,2023-08-08 08:52:35.000 UTC,0x1c42e586d0ea497427b76a8616cab4ac9cdd318b3ae008db6486b2d5170b755f,68,0x5ac6d347306f8eef7f8edbad4077af4b9afa1a92,0xba3f5c056500ce033e9d74494b820d495efcf19d,,0.00707346265895928,0,0.001365771141073249,0.001365771141073249,669735.7776164315,668954.4388318758,668929.173762,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,DAI,USDC,DAI-USDC,0,rsync-builder
17870839,2023-08-08 14:35:59.000 UTC,0xee2d75cc7d3778b29d719f5f3dcc220c33d4623b6ffd78be22da3240dad0cf49,5,0x3158de883bbc058734aba1b877ffd3c755938903,0x000000000dfde7deaf24138722987c9a6991e2d4,Maokai,0.00249330507965905,0.00192021812940999,0,0.00192021812940999,2980.6082169727642,12759.957446808512,1.6206180020295806,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MC,ETH,MC-WETH,0,rsync-builder
17872263,2023-08-08 19:24:11.000 UTC,0x3db2c8673ecbf7b44a91a173077da2027458e35ac0f33a8c76cc4a4977d11168,4,0x0cac3d1a887206e0f6169222c4504301a8b4b993,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.003099052421585367,0,0.001256837705926049,0.001256837705926049,16274.086041753266,8.753885567382222,2211.9473030860486,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x514910771af9ca656af840dff83e8264ecf986ca,ETH,LINK,LINK-WETH,0,beaverbuild
17866784,2023-08-08 00:59:23.000 UTC,0x1fe309e4f588c7c9bb83ea21060ac2e8035705e8dd6286a7f2ac0199f7fa0ac3,8,0x1c8f6a5f009e051cab9c3851ca2da2c936b2775a,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.001598829712263758,0,0.00004791071212844,0.00004791071212844,11814.532926030593,6.458181648544374,11834.226472789589,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,ETH,DAI,DAI-WETH,0,beaverbuild
17872847,2023-08-08 21:21:47.000 UTC,0x3be24cc964831560bd3a741a95bdc8774e593eb115d0e42e271317914439618c,12,0xbbad96336943a36e3e292d973b3382dd0ba4d1ef,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.002731408582346007,0,0.00365067733428919,0.00365067733428919,20929.9982099697,0.69831441,11.233682178075643,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC,ETH,WBTC-WETH,0,beaverbuild
17872847,2023-08-08 21:21:47.000 UTC,0x94fcdfcf78c850bf617d1a29fe2cd7ce9b4e9910390e2af71927451ab0478a08,29,0x8d6e15cb3442ff24f2b8538c203b829f3d879705,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.0030187902150329102,0,0.000043824033972758,0.000043824033972758,1671.6971242466823,5837.783447736031,0.8962129879250317,0x5283d291dbcf85356a21ba090e6db59121208b44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BLUR,ETH,BLUR-WETH,0,beaverbuild
17869740,2023-08-08 10:54:47.000 UTC,0xa3e35ef9abe4247eee77124970acada4bb42c3ac9060a17148ca8d96d48d2d22,3,0x43e4715ae093a4c86b5ecddb52216c4f879e9672,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.0027877336848568203,0,0.002028278536795279,0.002028278536795279,55921.20881374557,30.521511859439016,55983.713036,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,ETH,USDT,USDT-WETH,0,beaverbuild
17872087,2023-08-08 18:48:23.000 UTC,0x99a2ad1f2b5354e503463c57d6d7bbcb9e35e59ebb7ca2e0b8dfce5692ee2c31,4,0x4603180bbb8221157880afaa84638e0fc467738d,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,SCP,0.004772760533173623,0,0.0117945332313879,0.0117945332313879,65393.46642973211,65472.295073,35.25501011311337,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDT,ETH,USDT-WETH,0,beaverbuild
